sample_id,json_key,violation_type,detected_violation,level,language,model,model_raw,strategy,violation_match,tp,fp,fn,tn,accuracy,expected_violation_raw,detected_violation_raw,processing_group
srp--codellama70b-temp0-latest--smell_srp_31,srp--codellama70b-temp0-latest--smell,SRP,,MODERATE,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_32,srp--codellama70b-temp0-latest--smell,SRP,,HARD,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_33,srp--codellama70b-temp0-latest--smell,SRP,,HARD,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_34,srp--codellama70b-temp0-latest--smell,SRP,,HARD,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_35,srp--codellama70b-temp0-latest--smell,SRP,,HARD,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_36,srp--codellama70b-temp0-latest--smell,SRP,,EASY,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_37,srp--codellama70b-temp0-latest--smell,SRP,,EASY,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_38,srp--codellama70b-temp0-latest--smell,SRP,,EASY,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,True,1,0,0,0,1,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_39,srp--codellama70b-temp0-latest--smell,SRP,,EASY,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_40,srp--codellama70b-temp0-latest--smell,SRP,SRP,MODERATE,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--codellama70b-temp0-latest--smell_srp_41,srp--codellama70b-temp0-latest--smell,SRP,,MODERATE,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_42,srp--codellama70b-temp0-latest--smell,SRP,,MODERATE,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,True,1,0,0,0,1,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_43,srp--codellama70b-temp0-latest--smell,SRP,,MODERATE,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,True,1,0,0,0,1,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_44,srp--codellama70b-temp0-latest--smell,SRP,,HARD,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_45,srp--codellama70b-temp0-latest--smell,SRP,,HARD,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_46,srp--codellama70b-temp0-latest--smell,SRP,,HARD,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--codellama70b-temp0-latest--smell_srp_47,srp--codellama70b-temp0-latest--smell,SRP,,HARD,C#,CodeLlama-70B,codellama70b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_0,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_1,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_2,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_3,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_4,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_5,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_6,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_7,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_8,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_9,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_10,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_11,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_12,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_13,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_14,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_15,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_16,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_17,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_18,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_19,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_20,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_21,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_22,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_23,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_24,srp--deepseek33b-temp0-latest--smell,SRP,NONE,EASY,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,0,1,0,0,SRP,NONE,srp
srp--deepseek33b-temp0-latest--smell_srp_25,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_26,srp--deepseek33b-temp0-latest--smell,SRP,NONE,EASY,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,0,1,0,0,SRP,NONE,srp
srp--deepseek33b-temp0-latest--smell_srp_27,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_28,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_29,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_30,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_31,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_32,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_33,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_34,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_35,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_36,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_37,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_38,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_39,srp--deepseek33b-temp0-latest--smell,SRP,SRP,EASY,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_40,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_41,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_42,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_43,srp--deepseek33b-temp0-latest--smell,SRP,SRP,MODERATE,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,True,1,0,0,0,1,SRP,SRP,srp
srp--deepseek33b-temp0-latest--smell_srp_44,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_45,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_46,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--deepseek33b-temp0-latest--smell_srp_47,srp--deepseek33b-temp0-latest--smell,SRP,,HARD,C#,DeepSeek-33B,deepseek33b-temp0-latest,smell,False,0,1,0,0,0,SRP,,srp
srp--gpt-4o-mini--example_srp_0,srp--gpt-4o-mini--example,SRP,SRP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_1,srp--gpt-4o-mini--example,SRP,SRP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_2,srp--gpt-4o-mini--example,SRP,SRP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_3,srp--gpt-4o-mini--example,SRP,SRP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_4,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_5,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_6,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_7,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_8,srp--gpt-4o-mini--example,SRP,SRP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_9,srp--gpt-4o-mini--example,SRP,SRP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_10,srp--gpt-4o-mini--example,SRP,SRP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_11,srp--gpt-4o-mini--example,SRP,SRP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_12,srp--gpt-4o-mini--example,SRP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_13,srp--gpt-4o-mini--example,SRP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_14,srp--gpt-4o-mini--example,SRP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_15,srp--gpt-4o-mini--example,SRP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_16,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_17,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_18,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_19,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_20,srp--gpt-4o-mini--example,SRP,SRP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_21,srp--gpt-4o-mini--example,SRP,SRP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_22,srp--gpt-4o-mini--example,SRP,SRP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_23,srp--gpt-4o-mini--example,SRP,SRP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_24,srp--gpt-4o-mini--example,SRP,SRP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_25,srp--gpt-4o-mini--example,SRP,SRP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_26,srp--gpt-4o-mini--example,SRP,SRP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_27,srp--gpt-4o-mini--example,SRP,SRP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_28,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_29,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_30,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_31,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_32,srp--gpt-4o-mini--example,SRP,SRP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_33,srp--gpt-4o-mini--example,SRP,SRP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_34,srp--gpt-4o-mini--example,SRP,SRP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_35,srp--gpt-4o-mini--example,SRP,SRP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_36,srp--gpt-4o-mini--example,SRP,SRP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_37,srp--gpt-4o-mini--example,SRP,SRP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_38,srp--gpt-4o-mini--example,SRP,SRP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_39,srp--gpt-4o-mini--example,SRP,SRP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_40,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_41,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_42,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_43,srp--gpt-4o-mini--example,SRP,SRP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_44,srp--gpt-4o-mini--example,SRP,SRP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_45,srp--gpt-4o-mini--example,SRP,SRP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_46,srp--gpt-4o-mini--example,SRP,SRP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--example_srp_47,srp--gpt-4o-mini--example,SRP,SRP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_0,srp--gpt-4o-mini--default,SRP,SRP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_1,srp--gpt-4o-mini--default,SRP,SRP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_2,srp--gpt-4o-mini--default,SRP,SRP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_3,srp--gpt-4o-mini--default,SRP,SRP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_4,srp--gpt-4o-mini--default,SRP,SRP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_5,srp--gpt-4o-mini--default,SRP,SRP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_6,srp--gpt-4o-mini--default,SRP,SRP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_7,srp--gpt-4o-mini--default,SRP,SRP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_8,srp--gpt-4o-mini--default,SRP,SRP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_9,srp--gpt-4o-mini--default,SRP,SRP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_10,srp--gpt-4o-mini--default,SRP,SRP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_11,srp--gpt-4o-mini--default,SRP,SRP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_12,srp--gpt-4o-mini--default,SRP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_13,srp--gpt-4o-mini--default,SRP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_14,srp--gpt-4o-mini--default,SRP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_15,srp--gpt-4o-mini--default,SRP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_16,srp--gpt-4o-mini--default,SRP,SRP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_17,srp--gpt-4o-mini--default,SRP,SRP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_18,srp--gpt-4o-mini--default,SRP,SRP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_19,srp--gpt-4o-mini--default,SRP,SRP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
srp--gpt-4o-mini--default_srp_20,srp--gpt-4o-mini--default,SRP,SRP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,SRP,SRP,srp
